Gene	Class
Lef1	Intron
Ppp3ca	Intron
Creb3l1	Intron
Prokr2	Intron
B4galt5	Intron
Osbpl3	Intron
Dmrtb1	Intron
Alk	Intron
Mir153	Intron
Smarcc1	Intron
Mobp	Intron
Npas2	Intron
Limk2	Intron
Jarid2	Intron
Aig1	Intron
Cacng6	Intron
Gabrb3	Intron
Mamdc2	Intron
Mir124a-2	Intron
Cdc14a	Intron
Mttp	Intron
Fastkd5	Intron
Zbtb46	Intron
Sgk3	Intron
Atxn7l1	Intron
Fam135b	Intron
Rbfox2	Intron
Hexa	Intron
Grik1	Intron
Pigp	Intron
Lamc1	Intron
Nos1ap	Intron
Slit2	Intron
Hs3st1	Intron
Mnd1-ps	Intron
Prss52	Intron
Elp3	Intron
Gcnt2	Intron
2610307P16Rik	Intron
Mast1	Intron
Sipa1l2	Intron
Rhobtb1	Intron
Hk1	Intron
Fam189a1	Intron
Pag1	Intron
Syt6	Intron
Ndst3	Intron
Prickle2	Intron
Rad18	Intron
Vgll4	Intron
A830018L16Rik	Intron
4930480K15Rik	Intron
Csmd3	Intron
Sla	Intron
Pard3bos2	Intron
Slco6b1	Intron
Tmem232	Intron
Txndc2	Intron
Gabrg2	Intron
Gabra1	Intron
Scpep1	Intron
Thra	Intron
Wasf3	Intron
Wscd2	Intron
Slc35f5	Intron
Fam124a	Intron
Extl3	Intron
Sesn1	Intron
Mrpl48	Intron
Jak2	Intron
Sgms1	Intron
Gatad2b	Intron
Lrrc7	Intron
Kcnj3	Intron
Ppp4r2	Intron
Etv6	Intron
Cpa6	Intron
Ssbp3	Intron
Riox1	Intron
Arhgef12	Intron
Inpp4a	Intron
Cavin2	Intron
Nmt1	Intron
Sgsm1	Intron
Ptprc	Intron
Kcnj9	Intron
Chsy3	Intron
Adarb1	Intron
2700054A10Rik	Intron
C2cd3	Intron
Cpxm2	Intron
Tent2	Intron
C9	Intron
Dennd1a	Intron
Plcb4	Intron
Akap9	Intron
Igf2bp3	Intron
Mir7232	Intron
Ccdc171	Intron
C8b	Intron
Barx2	Intron
Stx8	Intron
Plcxd2	Intron
Mir135b	Intron
4931440F15Rik	Intron
Kat6a	Intron
Atp11a	Intron
Ablim3	Intron
9130015G15Rik	Intron
Fmnl2	Intron
4930545L23Rik	Intron
Tuba1b	Intron
Arhgap42	Intron
Mocs1	Intron
Satb2	Intron
Ube2f	Intron
4833415N18Rik	Intron
Erg	Intron
Por	Intron
Uso1	Intron
Pou4f1	Intron
A930002C04Rik	Intron
Syn1	Intron
Cnksr3	Intron
Olfm3	Intron
Gm5105	Intron
Ncs1	Intron
Fsip1	Intron
Usp45	Intron
Dscaml1	Intron
Megf11	Intron
Nf1	Intron
Xpr1	Intron
Tbc1d1	Intron
Nwd2	Intron
Clvs2	Intron
Pde10a	Intron
Fat4	Intron
Atg7	Intron
Grin2b	Intron
Luzp1	Intron
Mir1943	Intron
Skor1	Intron
Gpat3	Intron
Ptprg	Intron
Tacc1	Intron
Camk1d	Intron
Snx24	Intron
Gm36173	Intron
Zdhhc11	Intron
Ntrk3	Intron
Gda	Intron
Svopl	Intron
Mgll	Intron
1700030F04Rik	Intron
Cog5	Intron
Ttc7b	Intron
Zfat	Intron
Hsf1	Intron
Gramd1b	Intron
4833428L15Rik	Intron
Smad3	Intron
Sgcd	Intron
Etv5	Intron
Gm16548	Intron
Gm20743	Intron
Stx18	Intron
Pcdh9	Intron
Rab6a	Intron
Mir551b	Intron
F3	Intron
Phtf2	Intron
Syn2	Intron
Eps8	Intron
Elavl4	Intron
Gm17746	Intron
Stk3	Intron
Zfp706	Intron
Pphln1	Intron
Arhgap32	Intron
Mir7656	Intron
Fbxl17	Intron
Zdhhc19	Intron
Gm536	Intron
4930568G15Rik	Intron
Gm6878	Intron
Mir7219	Intron
Zbtb7c	Intron
Rnf150	Intron
Pdcd1lg2	Intron
4930593A02Rik	Intron
A930017M01Rik	Intron
Slc22a22	Intron
Nell2	Intron
Gm16833	Intron
Bbs9	Intron
4921534H16Rik	Intron
Abr	Intron
Cebpd	Intron
Mir6346	Intron
Rgs7	Intron
Ankrd28	Intron
Csgalnact1	Intron
Pfkp	Intron
Mir694	Intron
Pkib	Intron
Swap70	Intron
Fam189a2	Intron
Slc7a14	Intron
Pik3c2g	Intron
Cachd1	Intron
Mia2	Intron
Rgs6	Intron
Pacsin2	Intron
Pccb	Intron
9530059O14Rik	Intron
Pantr1	Intron
Tmeff2	Intron
Clint1	Intron
Kansl1	Intron
Ncf2	Intron
Efcab2	Intron
Atp8a1	Intron
Ldb2	Intron
Jakmip1	Intron
Sertad2	Intron
4933427E13Rik	Intron
Bmp1	Intron
Synpo	Intron
Mbp	Intron
Atp10a	Intron
Mir7234	Intron
Adamtsl3	Intron
A430093F15Rik	Intron
Arhgef28	Intron
Ccl28	Intron
Pip5k1a	Intron
4930503B20Rik	Intron
Myo3b	Intron
D630045J12Rik	Intron
Pde1c	Intron
Mkrn2	Intron
Gpr153	Intron
Greb1	Intron
Gm40893	Intron
Slc24a4	Intron
Gng7	Intron
Ncald	Intron
Fam49b	Intron
7530416G11Rik	Intron
Ncam1	Intron
Grin2a	Intron
Rcvrn	Intron
Gm4793	Intron
Rasal2	Intron
Sertad4	Intron
Thrb	Intron
Dleu2	Intron
4930505G20Rik	Intron
Nrbf2	Intron
Xylt1	Intron
Cdh10	Intron
2610316D01Rik	Intron
Iqsec1	Intron
Phc2	Intron
Mir28c	Intron
Prickle1	Intron
Clmp	Intron
Cadm1	Intron
Uaca	Intron
Anp32a	Intron
Col6a5	Intron
Trak1	Intron
Tpcn1	Intron
Tnr	Intron
Enah	Intron
Shroom3	Intron
Afap1	Intron
5730522E02Rik	Intron
Cnot7	Intron
Dtnbp1	Intron
Dcdc2a	Intron
Camk4	Intron
Large1	Intron
Gab1	Intron
Gm20125	Intron
Bclaf1	Intron
A230077H06Rik	Intron
Sbf2	Intron
Mosmo	Intron
D430042O09Rik	Intron
Fgfr2	Intron
Cpeb3	Intron
6530403H02Rik	Intron
Rpl34	Intron
Tspan18	Intron
Mir695	Intron
Dnajc5	Intron
Lrrc17	Intron
Gm4876	Intron
Snx30	Intron
Eif4g3	Intron
Foxg1	Intron
Foxn3	Intron
Ppfia2	Intron
Grip1	Intron
Fer	Intron
Mir744	Intron
Mgat5b	Intron
R3hdm1	Intron
Fhit	Intron
Tmtc4	Intron
Ank1	Intron
Akr1e1	Intron
Dync1li2	Intron
Enpp1	Intron
Dynlt1a	Intron
T2	Intron
Rgs7bp	Intron
Erich3	Intron
March7	Intron
Kcnh7	Intron
Meis2	Intron
Necab1	Intron
Lingo2	Intron
Dnajc6	Intron
Osbpl9	Intron
Rlf	Intron
Ago3	Intron
Tmem178	Intron
Prkd1	Intron
5430427M07Rik	Intron
Flrt2	Intron
D030024E09Rik	Intron
Gm20740	Intron
Map4	Intron
Trim37	Intron
Ube2o	Intron
Gbe1	Intron
Robo2	Intron
Morf4l1-ps1	Intron
Lnx2	Intron
Limk1	Intron
2900026A02Rik	Intron
Pole	Intron
Rassf5	Intron
Stx6	Intron
Kif26b	Intron
Kctd4	Intron
Klf12	Intron
Psd3	Intron
Eri1	Intron
Kars	Intron
Lrrc20	Intron
Rnf217	Intron
Cemip	Intron
1700123J17Rik	Intron
Mccc2	Intron
Gca	Intron
Trim44	Intron
Cpa5	Intron
Rmnd5a	Intron
Mical3	Intron
Crim1	Intron
Exd2	Intron
1700085C21Rik	Intron
Slc16a7	Intron
9430069I07Rik	Intron
Atxn10	Intron
Gm36480	Intron
1700071K01Rik	Intron
Zmiz1	Intron
Sfmbt1	Intron
Sec61a2	Intron
Csnk1g3	Intron
Neto2	Intron
Gm10280	Intron
Itgb1	Intron
Grm1	Intron
C330004P14Rik	Intron
Akap7	Intron
Agpat4	Intron
Nt5c2	Intron
Wdr70	Intron
Olfml2a	Intron
Lrp2	Intron
Pde11a	Intron
Cdan1	Intron
Grm7	Intron
Atp2b2	Intron
Ift122	Intron
Slc6a13	Intron
Gpr68	Intron
Snap91	Intron
Mgrn1	Intron
Cyfip2	Intron
Ildr2	Intron
Mir1961	Intron
Usp46	Intron
Slc7a8	Intron
Hsd17b4	Intron
Dym	Intron
Scel	Intron
Pde8a	Intron
Mical2	Intron
Gzmk	Intron
Phtf1	Intron
Ralgds	Intron
Sdcbp2	Intron
Cntn4	Intron
Mir1958	Intron
Syt16	Intron
Elovl4	Intron
Gm29669	Intron
Adam23	Intron
Mtus2	Intron
Adk	Intron
Gm5087	Intron
Ccdc25	Intron
Snora31	Intron
Cap2	Intron
Echdc3	Intron
Fam171a1	Intron
Chst9	Intron
Wwox	Intron
Galnt2	Intron
Ttc13	Intron
Pard3	Intron
Pde9a	Intron
Ammecr1	Intron
Dcun1d3	Intron
Nln	Intron
Ctnnd2	Intron
Inka2	Intron
Arhgap15	Intron
Shc4	Intron
Mir1952	Intron
Prkag2	Intron
Steap4	Intron
Xkr4	Intron
Frem1	Intron
Gm12718	Intron
Ajap1	Intron
Ano4	Intron
Tmcc3	Intron
Scube1	Intron
Fam81a	Intron
Ryk	Intron
Nphp3	Intron
Zzef1	Intron
Tob1	Intron
Nsf	Intron
Polq	Intron
Fam129a	Intron
Kmo	Intron
Ptpn14	Intron
Gm16223	Intron
Crmp1	Intron
2610024D14Rik	Intron
Egr3	Intron
Cacna2d3	Intron
Adam9	Intron
Spock1	Intron
Adarb2	Intron
Zfand3	Intron
Gm28881	Intron
Gm32926	Intron
Cemip2	Intron
Ccdc172	Intron
6430562O15Rik	Intron
Spata16	Intron
AI504432	Intron
Galk2	Intron
Tmem230	Intron
Adam22	Intron
Lrrtm4	Intron
Tal2	Intron
2410004P03Rik	Intron
Myt1l	Intron
Tbcel	Intron
Adpgk	Intron
Mrm3	Intron
B3gntl1	Intron
Itgb5	Intron
Smurf1	Intron
Cdh20	Intron
Dnm3	Intron
Dgkh	Intron
Myom2	Intron
Fam155a	Intron
Cdkal1	Intron
Kctd1	Intron
Gan	Intron
Hmx3	Intron
1110059E24Rik	Intron
Mir3085	Intron
2700089I24Rik	Intron
Edil3	Intron
Glrb	Intron
B3galt1	Intron
Kcnip3	Intron
Pcsk2os1	Intron
Fbxl13	Intron
Lrig1	Intron
Fkbp1b	Intron
Eml1	Intron
Mrtfa	Intron
4833422M21Rik	Intron
B230216N24Rik	Intron
Yes1	Intron
Atp6v1a	Intron
2510009E07Rik	Intron
Tmem132d	Intron
1700028K03Rik	Intron
Sept11	Intron
Ablim2	Intron
Otx2	Intron
Gm15881	Intron
Ikbkb	Intron
Fars2	Intron
Prr16	Intron
Cdkl5	Intron
Adamts16	Intron
Ezr	Intron
Rictor	Intron
Plppr4	Intron
Slc43a3	Intron
Gm14015	Intron
Kcnd2	Intron
Fam13a	Intron
Lrp6	Intron
Melk	Intron
Ralgapa1	Intron
Erh	Intron
Gm4432	Intron
Csl	Intron
Triobp	Intron
Cbl	Intron
Poc1a	Intron
4930447F24Rik	Intron
2010300C02Rik	Intron
Plcl1	Intron
Kcnt2	Intron
4930432J09Rik	Intron
Cacna1d	Intron
Galnt7	Intron
Foxc1	Intron
Celf4	Intron
Mir378a	Intron
Nhsl2	Intron
Fermt3	Intron
Pgm5	Intron
Shoc2	Intron
Alg14	Intron
Scn1a	Intron
Kiz	Intron
Ptprt	Intron
Thsd7a	Intron
Iqsec3	Intron
St8sia1	Intron
Kcnb2	Intron
Dcdc2c	Intron
Slc25a21	Intron
Foxa1	Intron
Mthfd1	Intron
Meg3	Intron
Atp2b1	Intron
Mtss1	Intron
Asap1	Intron
Kcnq3	Intron
Gm31369	Intron
Mir6352	Intron
Fbxl16	Intron
Glp2r	Intron
Ssh2	Intron
Nmnat2	Intron
Abl2	Intron
Bmp2k	Intron
Hivep1	Intron
Nedd9	Intron
4930567H12Rik	Intron
Mir7663	Intron
2310020H05Rik	Intron
Lrig2	Intron
Kcnd3	Intron
Manba	Intron
Adgrl2	Intron
Ism1	Intron
Zmynd8	Intron
4930425L21Rik	Intron
Mysm1	Intron
Prkaa2	Intron
Ptprn2	Intron
Lemd3	Intron
Lrrc6	Intron
Dip2b	Intron
Jam3	Intron
Nek11	Intron
Skap1	Intron
Prkca	Intron
Sstr2	Intron
Zbtb20	Intron
Cd80	Intron
Pdgfa	Intron
Pitpnm2	Intron
Mapk8	Intron
Fgfr1	Intron
Adprhl1	Intron
Col4a1	Intron
D730045A05Rik	Intron
Cd226	Intron
Isx	Intron
N4bp1	Intron
A530010L16Rik	Intron
Pex3	Intron
Insc	Intron
Mir6995	Intron
Msh3	Intron
Zfp697	Intron
Vav3	Intron
Chn1	Intron
Phf21a	Intron
Cdk5rap2	Intron
Gm38407	Intron
Mir8104	Intron
Angpt1	Intron
Nxpe4	Intron
Nr2e3	Intron
Gm19585	Intron
Hs6st1	Intron
Pdzph1	Intron
Myo1d	Intron
Bptf	Intron
Galnt17	Intron
Msi1	Intron
Sntn	Intron
Ror2	Intron
Cystm1	Intron
Zadh2	Intron
Micu1	Intron
Pdss2	Intron
Ahrr	Intron
Smim17	Intron
Bckdha	Intron
Abhd17c	Intron
Insyn2a	Intron
4430402I18Rik	Intron
Rps23	Intron
Zswim6	Intron
Kcnmb2	Intron
Fstl5	Intron
Arsj	Intron
Gm14092	Intron
Plxna4os1	Intron
Fam110b	Intron
Jak1	Intron
Kif17	Intron
Padi2	Intron
Galnt16	Intron
Itpk1	Intron
Macc1	Intron
Shc2	Intron
4930525C09Rik	Intron
Ccdc134	Intron
Ddi1	Intron
Myom1	Intron
Ergic1	Intron
Myh10	Intron
Myo18a	Intron
Slc39a11	Intron
Mir181a-1	Intron
Cnih3	Intron
Rtn4	Intron
Unc5d	Intron
Etl4	Intron
C030005K06Rik	Intron
Glg1	Intron
Rassf10	Intron
Tmc1	Intron
Adamts6	Intron
Zfr	Intron
Fam102b	Intron
Tet2	Intron
Ciz1	Intron
Fam129b	Intron
Cdh22	Intron
Zfp804b	Intron
Cadps2	Intron
Braf	Intron
Sntg2	Intron
Mpped1	Intron
Lrrc1	Intron
Clic5	Intron
Abca12	Intron
Vmp1	Intron
Stxbp4	Intron
Aifm3	Intron
Col26a1	Intron
Med13l	Intron
1700095B10Rik	Intron
Srgap2	Intron
Ect2l	Intron
Hebp2	Intron
Megf8	Intron
Prmt3	Intron
4933432K03Rik	Intron
Rab11fip2	Intron
Arhgef26	Intron
Bhlhe22	Intron
Mir137	Intron
Lrriq3	Intron
Prrc2b	Intron
Ino80	Intron
Skap2	Intron
Csmd2	Intron
Clstn1	Intron
Sos1	Intron
Noxred1	Intron
Tmem117	Intron
Gm4791	Intron
Islr	Intron
Tle3	Intron
4933438B17Rik	Intron
Kdm2b	Intron
Rasgef1b	Intron
4930452B06Rik	Intron
Ctsc	Intron
Arhgap17	Intron
Uhrf2	Intron
Hectd2	Intron
Plekhs1	Intron
A330032B11Rik	Intron
Rsbn1	Intron
Arhgap15os	Intron
9630028H03Rik	Intron
Pcsk2os2	Intron
Srpk2	Intron
Cav3	Intron
Ubap2	Intron
Zfp462	Intron
Tnc	Intron
Tmco4	Intron
Gckr	Intron
Hectd1	Intron
Ccnk	Intron
Mir342	Intron
Syn3	Intron
Has2	Intron
Mir6244	Intron
1700008K24Rik	Intron
4930564C03Rik	Intron
Bend6	Intron
Tsga10	Intron
Il3ra	Intron
Mael	Intron
Akt3	Intron
Bmp3	Intron
Cwh43	Intron
Spock3	Intron
Nup153	Intron
F13a1	Intron
Spink10	Intron
Nod2	Intron
Mtss2	Intron
Ccsap	Intron
Gm44505	Intron
Pde5a	Intron
Bmpr1b	Intron
Galnt13	Intron
Olfr995	Intron
Tmx4	Intron
Fkbp1a	Intron
Cnbd2	Intron
Cyp26b1	Intron
Adamts9	Intron
Ube2w	Intron
Sntg1	Intron
Gm4832	Intron
Trib2	Intron
2310016D03Rik	Intron
Gphn	Intron
Tph2	Intron
Gm1715	Intron
Gm5415	Intron
Wwc1	Intron
Rtn4rl1	Intron
Dyrk1a	Intron
B3glct	Intron
Mir701	Intron
Fh1	Intron
4930529K09Rik	Intron
Rft1	Intron
Nrg3os	Intron
Actn2	Intron
Rbm34	Intron
Hs3st5	Intron
Fig4	Intron
4930533N22Rik	Intron
Shank2	Intron
Bscl2	Intron
Ak3	Intron
Arl15	Intron
Tmem154	Intron
Strbp	Intron
Adra1d	Intron
Ralgapa2	Intron
Gm11837	Intron
Palm2	Intron
Kcnk13	Intron
Nt5dc3	Intron
Npsr1	Intron
Filip1	Intron
Cep295nl	Intron
Rptor	Intron
Gm30790	Intron
Tmem150cos	Intron
Ythdc1	Intron
B3gnt2	Intron
Xpo4	Intron
Klf6	Intron
Klhl14	Intron
Ust	Intron
Reps1	Intron
Uba2	Intron
Ina	Intron
Gask1b	Intron
Gpsm2	Intron
Rap1gds1	Intron
Dgkz	Intron
Mettl15	Intron
Btbd3	Intron
Shh	Intron
Napepld	Intron
Sema3a	Intron
Creb5	Intron
1700034J05Rik	Intron
Dnaic1	Intron
Pakap	Intron
Eif2b3	Intron
H6pd	Intron
Dpysl5	Intron
Oxr1	Intron
Mir3080	Intron
Pate4	Intron
Nrg4	Intron
1700123O21Rik	Intron
Gp5	Intron
Atp13a5	Intron
Mir690	Intron
Scarb1	Intron
Vwc2	Intron
1700001D01Rik	Intron
Mir5107	Intron
Socs6	Intron
Rpgrip1l	Intron
Frmpd4	Intron
Tmem159	Intron
Pten	Intron
Mir3970	Intron
Acot12	Intron
Gm4814	Intron
Zfhx4	Intron
Sox2ot	Intron
Sypl2	Intron
Nr4a2	Intron
Chgb	Intron
Rsbn1l	Intron
Gm36669	Intron
4933407E24Rik	Intron
Tmem222	Intron
Thada	Intron
Nrcam	Intron
4933406K04Rik	Intron
Mtbp	Intron
Cd109	Intron
Phip	Intron
Gtf2f1	Intron
Mir218-2	Intron
Mapk9	Intron
4933405E24Rik	Intron
Rad9b	Intron
Srrm4	Intron
Mn1	Intron
Cntnap5c	Intron
Dusp27	Intron
Tgfbr3	Intron
Cox7b2	Intron
Wdfy4	Intron
Klhl2	Intron
Gng4	Intron
Gnal	Intron
Cdh16	Intron
Taf5l	Intron
Diaph2	Intron
Pde7b	Intron
Tmem200a	Intron
Supt4b	Intron
Esr1	Intron
Tnrc6a	Intron
Lipn	Intron
Egfem1	Intron
Gatb	Intron
Hs2st1	Intron
Ccdc148	Intron
Dtd1	Intron
Tbxas1	Intron
Tafa4	Intron
Foxp1	Intron
Rpp25l	Intron
Trmt10b	Intron
Unc79	Intron
Txnrd1	Intron
Gm16291	Intron
Mei1	Intron
Alg9	Intron
1810006J02Rik	Intron
Acox1	Intron
Cd47	Intron
1700025M24Rik	Intron
Flnb	Intron
Atp8a2	Intron
Stmn4	Intron
Gtf2f2	Intron
St8sia5	Intron
Tomm20	Intron
Cnksr2	Intron
4930554H23Rik	Intron
Lcmt1	Intron
Sufu	Intron
Rbm20	Intron
Cetn3	Intron
Oxct1	Intron
Mtmr12	Intron
Scn2a	Intron
Ldlrad3	Intron
Tox2	Intron
Serbp1	Intron
Mitf	Intron
Lurap1	Intron
Cct2	Intron
Ptchd4	Intron
Trpm8	Intron
Asic2	Intron
Hmgb1	Intron
Tnrc18	Intron
Chit1	Intron
Brinp2	Intron
Sacs	Intron
Spata4	Intron
Mfhas1	Intron
Efnb2	Intron
Shc3	Intron
Ppp2r2b	Intron
Zfhx3	Intron
Irf2bp2	Intron
Scaf8	Intron
Oca2	Intron
Grk5	Intron
Serinc5	Intron
Mrps27	Intron
Ralgps1	Intron
Cytip	Intron
Ube2h	Intron
Rimklb	Intron
Tmem245	Intron
Ndc1	Intron
Mta3	Intron
Hs1bp3	Intron
Gm8580	Intron
Pvt1	Intron
4930568E12Rik	Intron
Phldb1	Intron
Nt5e	Intron
Trank1	Intron
Kcne4	Intron
Tbc1d24	Intron
Doc2b	Intron
Med13	Intron
Baiap2	Intron
Ccdc80	Intron
Cit	Intron
Cntnap5b	Intron
Aldh9a1	Intron
Cdc42bpa	Intron
Arhgap24	Intron
Sel1l3	Intron
Asb5	Intron
Inhba	Intron
Banp	Intron
6030466F02Rik	Intron
Ggnbp1	Intron
Uhrf1bp1	Intron
Pcbp3	Intron
D630013N20Rik	Intron
Tenm1	Intron
Phactr2	Intron
Mctp2	Intron
Gm4265	Intron
Adam12	Intron
Cars	Intron
Ssbp2	Intron
Bhmt	Intron
Srek1ip1	Intron
Ndufs4	Intron
Slc25a24	Intron
Bank1	Intron
Eif4e	Intron
Cdh4	Intron
Rab7	Intron
4930590J08Rik	Intron
Gm1987	Intron
A930031H19Rik	Intron
Slc8a1	Intron
Ehd3	Intron
Btbd11	Intron
Slc41a2	Intron
Epyc	Intron
Khdrbs3	Intron
Peg13	Intron
B930092H01Rik	Intron
Pard3b	Intron
Vwc2l	Intron
Spdya	Intron
Adcy5	Intron
Xcl1	Intron
Olfml2b	Intron
Dusp10	Intron
Slc4a4	Intron
Gnrhr	Intron
Scfd2	Intron
Bend4	Intron
Sec14l2	Intron
Pcca	Intron
Adamts19	Intron
Csnk1a1	Intron
Ndrg4	Intron
Prmt7	Intron
Rps6ka6	Intron
Sox6	Intron
Hmgcs1	Intron
Naa15	Intron
Ufm1	Intron
Trim45	Intron
Usp53	Intron
Tacr3	Intron
Gm32693	Intron
Gm6260	Intron
Pigk	Intron
Cacna1b	Intron
Psmd5	Intron
Mbd5	Intron
Cobll1	Intron
Rasgrp1	Intron
Atp9a	Intron
Mir490	Intron
Gsdme	Intron
Grid2	Intron
Magi1	Intron
Adamtsl1	Intron
Nbas	Intron
Tdp1	Intron
Rassf3	Intron
Gria4	Intron
Tmem218	Intron
Pstpip1	Intron
Gm19299	Intron
Gadl1	Intron
Rbms3	Intron
Itga9	Intron
Supt3	Intron
Lgsn	Intron
Mir6899	Intron
Xrcc5	Intron
Myocd	Intron
Mb21d2	Intron
Cfap299	Intron
Gabrb1	Intron
1700039M10Rik	Intron
Fgf14	Intron
4930401O12Rik	Intron
Ap3s1	Intron
Sema6a	Intron
Sncaip	Intron
Zfp827	Intron
4930521O17Rik	Intron
1110002J07Rik	Intron
Arhgef9	Intron
Stk32c	Intron
Pcx	Intron
C6	Intron
Pcsk1	Intron
Ahcyl1	Intron
Mapkap1	Intron
Chrna1	Intron
9330182L06Rik	Intron
Sfxn5	Intron
Gm765	Intron
Ube2u	Intron
AU040320	Intron
Dnajb9	Intron
Ppp2r5c	Intron
Tbc1d30	Intron
Tafa2	Intron
Sdc2	Intron
Myo6	Intron
4930524O08Rik	Intron
Dock3	Intron
Ccdc36	Intron
Clec16a	Intron
Nmur2	Intron
Pemt	Intron
Ywhag	Intron
Mgat5	Intron
Platr22	Intron
Gm9530	Intron
Parm1	Intron
Ppp2r2c	Intron
Actr2	Intron
Cfap36	Intron
4933402J15Rik	Intron
Cd83	Intron
Sil1	Intron
Col18a1	Intron
Haus8	Intron
Ap3b2	Intron
Gsg1l	Intron
Tjp2	Intron
Blnk	Intron
Hexb	Intron
A430090L17Rik	Intron
Mir7212	Intron
F630111L10Rik	Intron
Cep41	Intron
Vopp1	Intron
Tspan11	Intron
Pbp2	Intron
E130308A19Rik	Intron
Clip4	Intron
Ubxn2a	Intron
Bbs10	Intron
Kmt2a	Intron
Mei4	Intron
E030011O05Rik	Intron
Dclk3	Intron
St6gal2	Intron
Cps1	Intron
L3mbtl4	Intron
Mapk8ip3	Intron
Smg6	Intron
Synrg	Intron
Lasp1	Intron
Rxfp2	Intron
3830432H09Rik	Intron
Ankrd17	Intron
Fhitos	Intron
Slc22a23	Intron
1700080N15Rik	Intron
Arhgap21	Intron
Oacyl	Intron
Coa6	Intron
4930579H20Rik	Intron
Oat	Intron
Flrt1	Intron
Pcsk5	Intron
Rnls	Intron
Sclt1	Intron
Rapgef2	Intron
Mab21l2	Intron
Etnppl	Intron
Ermn	Intron
Mtx2	Intron
Sirpa	Intron
Stk4	Intron
Sgce	Intron
Tnip3	Intron
Tle1	Intron
Gm11266	Intron
Grhl1	Intron
Sptb	Intron
Kitl	Intron
Zhx2	Intron
Tecta	Intron
Elmod1	Intron
Gldnos	Intron
Zfp280d	Intron
Mir6343	Intron
Tmem44	Intron
Pms2	Intron
Cntnap5a	Intron
Cebpe	Intron
Pebp4	Intron
Nalcn	Intron
Fbh1	Intron
Malrd1	Intron
Utp4	Intron
Phyhipl	Intron
Lrrtm3	Intron
Slc17a6	Intron
E430016F16Rik	Intron
Rnf169	Intron
Fchsd2	Intron
2210408I21Rik	Intron
Adgrv1	Intron
Gcnt4	Intron
Pde7a	Intron
Extl2	Intron
Sec24d	Intron
Garnl3	Intron
Upp2	Intron
Mir7224	Intron
4930528P14Rik	Intron
Crnkl1	Intron
Insm1	Intron
Cpa4	Intron
Eif2ak3	Intron
Lrrtm1	Intron
Shq1	Intron
Clvs1	Intron
Mir876	Intron
Tmem38b	Intron
Nfib	Intron
Patj	Intron
Pigf	Intron
Olfm2	Intron
AI593442	Intron
Spats2l	Intron
Ngef	Intron
4930405O22Rik	Intron
Slit3	Intron
Sfswap	Intron
Ipo9	Intron
Chml	Intron
Grxcr1	Intron
Psapl1	Intron
Abhd6	Intron
Lmo7	Intron
Gm32123	Intron
Lzts1	Intron
1700016G22Rik	Intron
Acta1	Intron
Mtrf1l	Intron
Otud7a	Intron
Adamts17	Intron
Gm15413	Intron
Syt17	Intron
Pip5k1b	Intron
Acvr2a	Intron
AU019990	Intron
Mrgbp	Intron
Rnf148	Intron
Ppm1k	Intron
Caap1	Intron
Fshr	Intron
Crppa	Intron
Numb	Intron
Plxnc1	Intron
4930459C07Rik	Intron
Gm16294	Intron
Nyap2	Intron
Rbm44	Intron
Kcnip1	Intron
Lcp2	Intron
Ankrd13b	Intron
Znhit3	Intron
Cxadr	Intron
4932412D23Rik	Intron
Lpp	Intron
Barhl2	Intron
Enoph1	Intron
D5Ertd615e	Intron
Synpr	Intron
B930018H19Rik	Intron
Pik3c3	Intron
Piezo2	Intron
1700049L16Rik	Intron
Il1rapl1	Intron
Pabpc6	Intron
Kdm2a	Intron
Slit1	Intron
Dnmbp	Intron
Adra2a	Intron
5930438M14Rik	Intron
4930419G24Rik	Intron
Gm5148	Intron
1700012D16Rik	Intron
Nron	Intron
Dab2ip	Intron
Rapgef4	Intron
Pamr1	Intron
Ttl	Intron
Shld1	Intron
Flrt3	Intron
Raly	Intron
Actr3b	Intron
Cav1	Intron
4933427D06Rik	Intron
Rybp	Intron
Tcea1	Intron
Fyb2	Intron
Angptl7	Intron
Bcap29	Intron
Tunar	Intron
Esyt1	Intron
Rdh8	Intron
Bmp5	Intron
Me1	Intron
Slc39a10	Intron
Rftn2	Intron
Aox2	Intron
Brip1	Intron
Efcab3	Intron
Grb2	Intron
Ncam2	Intron
Il1rap	Intron
Auts2	Intron
Mir488	Intron
Stim2	Intron
Ehbp1	Intron
Usp54	Intron
Sh3rf1	Intron
Nek1	Intron
Fbxo8	Intron
Mtus1	Intron
Gpr151	Intron
Nrp1	Intron
Pacrg	Intron
Tmc7	Intron
Chst15	Intron
Tmem252	Intron
Cpn1	Intron
Btf3	Intron
Plcxd3	Intron
Hnrnpa1l2-ps2	Intron
Cdca7	Intron
Slc24a3	Intron
Abcb4	Intron
Plxna1	Intron
Wnt5b	Intron
Rp1	Intron
Focad	Intron
St3gal3	Intron
Eipr1	Intron
Ston2	Intron
Arid2	Intron
Klf7	Intron
Rasl10b	Intron
Slc12a8	Intron
Clip2	Intron
Ddr2	Intron
Plxna2	Intron
Fip1l1	Intron
Adra1a	Intron
4930474H20Rik	Intron
Grid1	Intron
Pxdc1	Intron
Prkcq	Intron
Jakmip2	Intron
Gm15679	Intron
Tmem35a	Intron
Gm15008	Intron
Ppp1r12c	Intron
Btbd1	Intron
Adgra1	Intron
Itga1	Intron
Wls	Intron
